#X	Y	dX	dY	
1	1	-0.46299895644188	-0.19707496464252	
1	2	-0.75691163539886	0.044254679232836	
1	3	-0.65373063087463	0.18991127610207	
1	4	-0.59039729833603	0.19128841161728	
1	5	-0.44903123378754	0.47377380728722	
1	6	-0.59233063459396	0.17869850993156	
1	7	-0.58557236194611	-0.1283922046423	
1	8	-0.72829377651215	-0.22540509700775	
1	9	-0.91724467277527	-0.41570067405701	
1	10	-1.0085196495056	-0.31463700532913	
1	11	-1.0643451213837	-0.42728903889656	
1	12	-1.0445753335953	-0.59044021368027	
1	13	-1.2224091291428	-0.3059296309948	
1	14	-1.3417150974274	-0.52322316169739	
1	15	-1.3912355899811	-0.59300881624222	
1	16	-1.2784326076508	-0.41944780945778	
1	17	-1.4267816543579	-0.32220929861069	
1	18	-1.2971736192703	-0.12628008425236	
1	19	-1.6652030944824	-0.13684195280075	
1	20	-1.5647186040878	-0.18313252925873	
1	21	-1.242870926857	-0.099033489823341	
1	22	-1.1003954410553	-0.23888170719147	
1	23	-0.85945641994476	-0.08973354101181	
1	24	-0.8976868391037	-0.44092616438866	
1	25	-1.0060176849365	-0.50965774059296	
1	26	-1.1145536899567	-0.28563317656517	
1	27	-1.0342900753021	-0.33832675218582	
1	28	-1.0470690727234	-0.27002304792404	
1	29	-0.99524158239365	-0.37575939297676	
2	1	-0.47898027300835	-0.34032386541367	
2	2	-0.72086560726166	-0.13508692383766	
2	3	-0.66219842433929	0.052388019859791	
2	4	-0.54675668478012	0.12230306118727	
2	5	-0.34737023711205	0.42620375752449	
2	6	-0.50326907634735	0.14941151440144	
2	7	-0.5250449180603	-0.13626267015934	
2	8	-0.64754658937454	-0.21538315713406	
2	9	-0.81839346885681	-0.35087534785271	
2	10	-0.88616061210632	-0.20772141218185	
2	11	-0.94535714387894	-0.25153133273125	
2	12	-0.96073079109192	-0.37364733219147	
2	13	-1.1042153835297	-0.15421241521835	
2	14	-1.242213010788	-0.39963248372078	
2	15	-1.3488290309906	-0.40291407704353	
2	16	-1.162646651268	-0.15441924333572	
2	17	-1.2943508625031	-0.11918026953936	
2	18	-1.08664894104	0.03449983894825	
2	19	-1.4886909723282	0.055574420839548	
2	20	-1.4312963485718	0.053797166794538	
2	21	-1.1756675243378	0.11416460573673	
2	22	-1.087907910347	-0.014845220372081	
2	23	-0.76894873380661	0.12024446576834	
2	24	-0.74582278728485	-0.15569597482681	
2	25	-0.84142833948135	-0.2866807281971	
